Null display is "<null>".
     rental_date     |         title         
---------------------+-----------------------
 2005-08-23 18:43:31 | OCTOBER SUBMARINE
 MASSAGE IMAGE               |     3
 LOST BIRD                   |     3
 LOLITA WORLD                |     3
 NATURAL STOCK               |     3
 JAWBREAKER BROOKLYN         |     3
 ACE GOLDFINGER              |     3
 DADDY PITTSBURGH            |     3
 AUTUMN CROW                 |     3
 BENEATH RUSH                |     3
 SPIRITED CASUALTIES         |     3
 MAKER GABLES                |     3
 BIRD INDEPENDENCE           |     3
 SCISSORHANDS SLUMS          |     3
 LEGEND JEDI                 |     3
 TERMINATOR CLUB             |     3
 LOVERBOY ATTACKS            |     3
 OPUS ICE                    |     3
 LUCKY FLYING                |     3
 ENDING CROWDS               |     3
 PET HAUNTING                |     3
 DRUMLINE CYCLONE            |     3
 DROP WATERFRONT             |     3
 OCTOBER SUBMARINE           |     3
 HOOSIERS BIRDCAGE           |     3
 SQUAD FISH                  |     3
 BIRDCAGE CASPER             |     3
 HUNTING MUSKETEERS          |     3
 TIES HUNGER                 |     3
 DOUBTFIRE LABYRINTH         |     3
 PRIX UNDEFEATED             |     3
 UPTOWN YOUNG                |     3
 RIGHT CRANES                |     3
 LANGUAGE COWBOY             |     3
 KANE EXORCIST               |     3
 JEOPARDY ENCINO             |     3
 STAGE WORLD                 |     3
 RUN PACIFIC                 |     3
 SENSIBILITY REAR            |     3
 CRANES RESERVOIR            |     3
 SADDLE ANTITRUST            |     3
 NOTTING SPEAKEASY           |     3
 GODFATHER DIARY             |     3
 DOLLS RAGE                  |     3
 CONNECTICUT TRAMP           |     3
 MULAN MOON                  |     3
 TRAINSPOTTING STRANGERS     |     3
 WEREWOLF LOLA               |     3
 CASPER DRAGONFLY            |     3
 AFRICAN EGG                 |     3
 VANILLA DAY                 |     3
 IRON MOON                   |     3
 SHANE DARKNESS              |     4
 HOMEWARD CIDER              |     4
 TRANSLATION SUMMER          |     4
 SUPER WYOMING               |     4
 VERTIGO NORTHWEST           |     4
 MONSTER SPARTACUS           |     4
 SEARCHERS WAIT              |     4
 SPLASH GUMP                 |     4
 TEEN APOLLO                 |     4
 LONELY ELEPHANT             |     4
 TENENBAUMS COMMAND          |     4
 LOCK REAR                   |     4
 DAISY MENAGERIE             |     4
 TURN STAR                   |     4
 PATHS CONTROL               |     4
 MAGNOLIA FORRESTER          |     4
 HANGING DEEP                |     4
 WORDS HUNTER                |     4
 DONNIE ALLEY                |     4
 GILBERT PELICAN             |     4
 WASTELAND DIVINE            |     4
 ODDS BOOGIE                 |     4
 PILOT HOOSIERS              |     4
 SPARTACUS CHEAPER           |     4
 MOB DUFFEL                  |     4
 FACTORY DRAGON              |     4
 MOSQUITO ARMAGEDDON         |     4
 ILLUSION AMELIE             |     4
 DYING MAKER                 |     4
 IMPOSSIBLE PREJUDICE        |     4
 COMFORTS RUSH               |     4
 SORORITY QUEEN              |     4
 MOONWALKER FOOL             |     4
 CYCLONE FAMILY              |     4
 RINGS HEARTBREAKERS         |     4
 TOWN ARK                    |     4
 ADAPTATION HOLES            |     4
 HOLLYWOOD ANONYMOUS         |     4
 EVOLUTION ALTER             |     4
 HYSTERICAL GRAIL            |     4
 MICROCOSMOS PARADISE        |     4
 CALIFORNIA BIRDS            |     4
 MOTIONS DETAILS             |     4
 LAWLESS VISION              |     4
 ARABIA DOGMA                |     4
 LABYRINTH LEAGUE            |     4
 DEVIL DESIRE                |     4
 EXPRESS LONELY              |     4
 PLUTO OLEANDER              |     4
 MASK PEACH                  |     4
 FLASH WARS                  |     4
 DARKNESS WAR                |     4
 QUILLS BULL                 |     4
 DAUGHTER MADIGAN            |     4
 ELEMENT FREDDY              |     4
 NECKLACE OUTBREAK           |     4
 UPRISING UPTOWN             |     4
 BACKLASH UNDEFEATED         |     4
 STATE WASTELAND             |     4
 DRAGON SQUAD                |     4
 BIKINI BORROWERS            |     4
 TWISTED PIRATES             |     4
 WANDA CHAMBER               |     4
 GLASS DYING                 |     4
 RAGING AIRPLANE             |     4
 NOTORIOUS REUNION           |     4
 ANALYZE HOOSIERS            |     4
 FOREVER CANDIDATE           |     4
 BILKO ANONYMOUS             |     4
 MODEL FISH                  |     4
 CHARADE DUFFEL              |     4
 CRAFT OUTFIELD              |     4
 NOON PAPI                   |     4
 PANKY SUBMARINE             |     4
 CADDYSHACK JEDI             |     4
 PURPLE MOVIE                |     4
 JEEPERS WEDDING             |     4
 SHRUNK DIVINE               |     4
 FRIDA SLIPPER               |     4
 CABIN FLASH                 |     4
 THEORY MERMAID              |     4
 AIRPORT POLLOCK             |     4
 DRUMS DYNAMITE              |     4
 USUAL UNTOUCHABLES          |     4
 BEACH HEARTBREAKERS         |     4
 PARIS WEEKEND               |     4
 MADISON TRAP                |     4
 HANOVER GALAXY              |     4
 MODERN DORADO               |     4
 NASH CHOCOLAT               |     4
 MEMENTO ZOOLANDER           |     4
 PARTY KNOCK                 |     4
 SLIPPER FIDELITY            |     4
 BOWFINGER GABLES            |     4
 SMOOCHY CONTROL             |     4
 MEET CHOCOLATE              |     4
 TYCOON GATHERING            |     4
 BEHAVIOR RUNAWAY            |     4
 DATE SPEED                  |     4
 PICKUP DRIVING              |     4
 JADE BUNCH                  |     4
 FLIGHT LIES                 |     4
 CITIZEN SHREK               |     4
 CINCINATTI WHISPERER        |     4
 ARMY FLINTSTONES            |     4
 HUNGER ROOF                 |     4
 STREAK RIDGEMONT            |     4
 THIN SAGEBRUSH              |     4
 RIDER CADDYSHACK            |     4
 VIRTUAL SPOILERS            |     4
 BETRAYED REAR               |     4
 BONNIE HOLOCAUST            |     4
 GANDHI KWAI                 |     4
 REEF SALUTE                 |     4
 DIVINE RESURRECTION         |     4
 HOLIDAY GAMES               |     4
 CONQUERER NUTS              |     4
 STRANGERS GRAFFITI          |     4
 FUGITIVE MAGUIRE            |     4
 FREAKY POCUS                |     4
 ALLEY EVOLUTION             |     4
 CREEPERS KANE               |     4
 SUBMARINE BED               |     4
 MADRE GABLES                |     4
 GAMES BOWFINGER             |     4
 GATHERING CALENDAR          |     4
 SIEGE MADRE                 |     4
 RULES HUMAN                 |     4
 WRATH MILE                  |     4
 PAJAMA JAWBREAKER           |     4
 UNCUT SUICIDES              |     4
 ROBBERY BRIGHT              |     4
 TRAP GUYS                   |     4
